county,foundation_name,org_nbr,person_name,role
norrbotten,Valmet ABs Stiftelse Arne Asplund Mechanical Pulping Award,889201-5010,Ulf Hellberg,Styrelseledamot
norrbotten,Valmet ABs Stiftelse Arne Asplund Mechanical Pulping Award,889201-5010,Thomas Granfeldt,Styrelseledamot och ordförande
norrbotten,Emil och Nanny Näsvalls konststiftelse,892600-8460,Arne Ring,Styrelseledamot
norrbotten,Emil och Nanny Näsvalls konststiftelse,892600-8460,Bo Lundmark,Styrelseledamot
norrbotten,Emil och Nanny Näsvalls konststiftelse,892600-8460,Kristoffer Näsvall,Styrelseledamot
norrbotten,Emil och Nanny Näsvalls konststiftelse,892600-8460,Marianne Näsvall-Höglund,Styrelseledamot
norrbotten,Emil och Nanny Näsvalls konststiftelse,892600-8460,Per-Åke Näsvall,Styrelseledamot
norrbotten,Emil och Nanny Näsvalls konststiftelse,892600-8460,Sten Olof Hoflin,Styrelseledamot
norrbotten,Emil och Nanny Näsvalls konststiftelse,892600-8460,Per-Åke Näsvall,Styrelseledamot och ordförande
norrbotten,Emil och Nanny Näsvalls konststiftelse,892600-8460,Birgitta Näsvall,Styrelsesuppleant
norrbotten,Emil och Nanny Näsvalls konststiftelse,892600-8460,Ola Hanneryd,Styrelsesuppleant
norrbotten,Brännans Idrottsförenings Stipendiestiftelse,802480-8662,Andreas Johansson,Styrelseledamot
norrbotten,Brännans Idrottsförenings Stipendiestiftelse,802480-8662,Håkan  Norberg,Styrelseledamot
norrbotten,Brännans Idrottsförenings Stipendiestiftelse,802480-8662,Lars-Gunnar Hultin,Styrelseledamot
norrbotten,Brännans Idrottsförenings Stipendiestiftelse,802480-8662,Leif Thunman,Styrelseledamot
norrbotten,Brännans Idrottsförenings Stipendiestiftelse,802480-8662,Monica Fällström,Styrelseledamot
norrbotten,Brännans Idrottsförenings Stipendiestiftelse,802480-8662,Lars-Gunnar Hultin,Styrelseledamot och ordförande
norrbotten,Brännans Idrottsförenings Stipendiestiftelse,802480-8662,Mats Höglund,Styrelsesuppleant
norrbotten,Stiftelsen Barbro och Gustaf Sjödins fond,802480-8688,Martin Nilsson,Styrelseledamot
norrbotten,Stiftelsen Barbro och Gustaf Sjödins fond,802480-8688,Pär-Jonas Odelberg,Styrelseledamot
norrbotten,Stiftelsen Barbro och Gustaf Sjödins fond,802480-8688,Ylva Karlsson,Styrelseledamot
norrbotten,Stiftelsen Barbro och Gustaf Sjödins fond,802480-8688,Pär-Jonas Odelberg,Styrelseledamot och ordförande
norrbotten,Stiftelsen Mats Byströms Minnesfond,889600-8235,Anita Andersson,Styrelseledamot
norrbotten,Stiftelsen Mats Byströms Minnesfond,889600-8235,Bo Östman,Styrelseledamot
norrbotten,Stiftelsen Mats Byströms Minnesfond,889600-8235,Christina Andersson,Styrelseledamot
norrbotten,Stiftelsen Mats Byströms Minnesfond,889600-8235,Erik Karlsson,Styrelseledamot
norrbotten,Stiftelsen Mats Byströms Minnesfond,889600-8235,Inger  Nilsson,Styrelseledamot
norrbotten,Stiftelsen Mats Byströms Minnesfond,889600-8235,Lars Lindström,Styrelseledamot
norrbotten,Stiftelsen Mats Byströms Minnesfond,889600-8235,Bo Östman,Styrelseledamot och ordförande
norrbotten,Hans Brunes stipendiestiftelse,802480-8670,Björn Andrén,Styrelseledamot
norrbotten,Hans Brunes stipendiestiftelse,802480-8670,Hasse Persson,Styrelseledamot
norrbotten,Hans Brunes stipendiestiftelse,802480-8670,Ulrika Kallin Eriksson,Styrelseledamot
norrbotten,Hans Brunes stipendiestiftelse,802480-8670,Björn Andrén,Styrelseledamot och ordförande
norrbotten,Hans Brunes stipendiestiftelse,802480-8670,Bo Hallnäs,Styrelsesuppleant
norrbotten,Hans Brunes stipendiestiftelse,802480-8670,Per Gösta Hägglund,Styrelsesuppleant
norrbotten,Stiftelsen Hackåsbygden,893202-6571,Barbro Jonsson,Styrelseledamot
norrbotten,Stiftelsen Hackåsbygden,893202-6571,Jan Jonsson,Styrelseledamot
norrbotten,Stiftelsen Hackåsbygden,893202-6571,Kenneth Bergström,Styrelseledamot
norrbotten,Stiftelsen Hackåsbygden,893202-6571,Märit Karlgård,Styrelseledamot
norrbotten,Stiftelsen Hackåsbygden,893202-6571,Sven Erik Engmar,Styrelseledamot
norrbotten,Stiftelsen Hackåsbygden,893202-6571,Sören Jonsson,Styrelseledamot
norrbotten,Stiftelsen Hackåsbygden,893202-6571,Jan Jonsson,Styrelseledamot och ordförande
norrbotten,Stiftelsen Hackåsbygden,893202-6571,Anders Karlgård,Styrelsesuppleant
norrbotten,Stiftelsen Hackåsbygden,893202-6571,Leif Jonsson,Styrelsesuppleant
norrbotten,Stiftelsen Raketa Institut,802480-9207,Cecilia Enberg,Styrelseledamot
norrbotten,Stiftelsen Raketa Institut,802480-9207,Jan  Lipka,Styrelseledamot
norrbotten,Stiftelsen Raketa Institut,802480-9207,Veronica Wiman,Styrelseledamot
norrbotten,Stiftelsen Raketa Institut,802480-9207,Åsa Lipka Falck,Styrelseledamot
norrbotten,Stiftelsen Raketa Institut,802480-9207,Åsa Lipka Falck,Styrelseledamot och ordförande
norrbotten,Stiftelsen Seniorhusen till Anders Öquists minne,802480-9405,Margareta Krikortz Öquist,Styrelseledamot
norrbotten,Stiftelsen Seniorhusen till Anders Öquists minne,802480-9405,Nils-Eric Öquist,Styrelseledamot
norrbotten,Stiftelsen Seniorhusen till Anders Öquists minne,802480-9405,Paula Öquist,Styrelseledamot
norrbotten,Stiftelsen Seniorhusen till Anders Öquists minne,802480-9405,Nils-Eric Öquist,Styrelseledamot och ordförande
norrbotten,Insamlingsstiftelsen Rewilding Europe - Sweden,802480-9967,Christian Sjöland,Styrelseledamot
norrbotten,Insamlingsstiftelsen Rewilding Europe - Sweden,802480-9967,Louise König,Styrelseledamot
norrbotten,Insamlingsstiftelsen Rewilding Europe - Sweden,802480-9967,Roland Jansson,Styrelseledamot och ordförande
norrbotten,Stiftelsen Sköns sockens magasinkassa,889200-2778,Fredrik Larsson,Styrelseledamot
norrbotten,Stiftelsen Sköns sockens magasinkassa,889200-2778,Lars Dahlberg,Styrelseledamot
norrbotten,Stiftelsen Sköns sockens magasinkassa,889200-2778,Lars-Erik Larsson,Styrelseledamot
norrbotten,Stiftelsen Sköns sockens magasinkassa,889200-2778,Per Dahlin,Styrelseledamot
norrbotten,Stiftelsen Sköns sockens magasinkassa,889200-2778,Åke Sandberg,Styrelseledamot
norrbotten,Stiftelsen Sköns sockens magasinkassa,889200-2778,Lars-Erik Larsson,Styrelseledamot och ordförande
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Anna  Elletoft Wiberg,Styrelseledamot
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Annette  Hägglund,Styrelseledamot
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Kristina Öberg,Styrelseledamot
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Lennart Wiberg,Styrelseledamot
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Lisbeth Olsson,Styrelseledamot
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Mats Göran Östman ,Styrelseledamot
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Pär Wiberg,Styrelseledamot
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Rolf Olsson,Styrelseledamot
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Anna  Elletoft Wiberg,Styrelseledamot och ordförande
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Bengt Öberg,Styrelsesuppleant
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Mats Hallin,Styrelsesuppleant
norrbotten,Markoms Rotekapellstiftelse,802425-5724,Vivi Ann Östman,Styrelsesuppleant
norrbotten,Stiftelsen Matilda Sjölunds diabetesfond,802481-2029,Hanna Enwald,Styrelseledamot
norrbotten,Stiftelsen Matilda Sjölunds diabetesfond,802481-2029,Maria Holmgren,Styrelseledamot
norrbotten,Stiftelsen Matilda Sjölunds diabetesfond,802481-2029,Per Olof Larsson,Styrelseledamot
norrbotten,Stiftelsen Matilda Sjölunds diabetesfond,802481-2029,Stefan  Stålnacke,Styrelseledamot
norrbotten,Stiftelsen Matilda Sjölunds diabetesfond,802481-2029,Stefan  Stålnacke,Styrelseledamot och ordförande
norrbotten,Näringslivets insamlingsstiftelse i Umeå,802481-2037,Andreas Hällgren,Styrelseledamot
norrbotten,Näringslivets insamlingsstiftelse i Umeå,802481-2037,Erik Mårtensson,Styrelseledamot
norrbotten,Näringslivets insamlingsstiftelse i Umeå,802481-2037,Helena Fischer,Styrelseledamot
norrbotten,Näringslivets insamlingsstiftelse i Umeå,802481-2037,Andreas Hällgren,Styrelseledamot och ordförande
norrbotten,Stiftelsen Västernorrlands Sjövärnskårs Vänner,802481-2102,Fredrik Forssberg,Styrelseledamot
norrbotten,Stiftelsen Västernorrlands Sjövärnskårs Vänner,802481-2102,Magnus Byström,Styrelseledamot
norrbotten,Stiftelsen Västernorrlands Sjövärnskårs Vänner,802481-2102,Mattias  Widlund,Styrelseledamot
norrbotten,Stiftelsen Västernorrlands Sjövärnskårs Vänner,802481-2102,Olov Andersson,Styrelseledamot
norrbotten,Stiftelsen Västernorrlands Sjövärnskårs Vänner,802481-2102,Sofia Bergström,Styrelseledamot
norrbotten,Stiftelsen Västernorrlands Sjövärnskårs Vänner,802481-2102,Fredrik Forssberg,Styrelseledamot och ordförande
norrbotten,Stiftelsen Anna Borgeryds minnesfond,802481-2235,Cindy Kite,Styrelseledamot
norrbotten,Stiftelsen Anna Borgeryds minnesfond,802481-2235,Elisabet Nilsson Singh,Styrelseledamot
norrbotten,Stiftelsen Anna Borgeryds minnesfond,802481-2235,Karin Bodin,Styrelseledamot
norrbotten,Stiftelsen Anna Borgeryds minnesfond,802481-2235,Roger Borgeryd,Styrelseledamot
norrbotten,Stiftelsen Anna Borgeryds minnesfond,802481-2235,Roger Borgeryd,Styrelseledamot och ordförande
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Anders Lundqvist,Styrelseledamot
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Barbro Norberg,Styrelseledamot
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Bo-Göran Danielsson,Styrelseledamot
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Christer Leandersson,Styrelseledamot
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Christer Olsson,Styrelseledamot
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Lars Rindö,Styrelseledamot
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Lena Åkerlind,Styrelseledamot
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Mats Wilhelmsson,Styrelseledamot
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Mattias Blomkvist,Styrelseledamot
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Veronica Eklund,Styrelseledamot
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Rikard Nilsson,Styrelseledamot och ordförande
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Bo Svensson,Styrelsesuppleant
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Christel Danielsson,Styrelsesuppleant
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Conny Edin,Styrelsesuppleant
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Daniel Bärlund,Styrelsesuppleant
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Farhat Ali,Styrelsesuppleant
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Hans Cederberg,Styrelsesuppleant
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Hans Isgren,Styrelsesuppleant
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Hans Svärd,Styrelsesuppleant
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Johanna Pahlén,Styrelsesuppleant
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Lars Sträng,Styrelsesuppleant
norrbotten,Stiftelsen Kurt Södermans minne,802481-3662,Marina Fridberg,Styrelsesuppleant
