county,foundation_name,org_nbr,person_name,role
stockholm,Aldingska Stiftelsen,802006-6943,Ingrid Björklund,Styrelseledamot
stockholm,Aldingska Stiftelsen,802006-6943,Moa Jarl,Styrelseledamot
stockholm,Aldingska Stiftelsen,802006-6943,Sara Olsson,Styrelseledamot och ordförande
stockholm,Stiftelsen Here Comes the Sun,802480-9975,Björn Sandin,Styrelseledamot
stockholm,Stiftelsen Here Comes the Sun,802480-9975,Johan Hansson,Styrelseledamot
stockholm,Stiftelsen Here Comes the Sun,802480-9975,Sophia Thorwaldson,Styrelseledamot
stockholm,Stiftelsen Here Comes the Sun,802480-9975,Ulrika Sommar,Styrelseledamot och ordförande
stockholm,Insamlingsstiftelsen Life after Racing,802481-0031,Cecilia Wallin,Styrelseledamot
stockholm,Insamlingsstiftelsen Life after Racing,802481-0031,Emmelie Arneng,Styrelseledamot
stockholm,Insamlingsstiftelsen Life after Racing,802481-0031,Maria Guggenberger,Styrelseledamot
stockholm,Insamlingsstiftelsen Life after Racing,802481-0031,Paula Alström,Styrelseledamot
stockholm,Insamlingsstiftelsen Life after Racing,802481-0031,Åsa Elmroth,Styrelseledamot
stockholm,Insamlingsstiftelsen Life after Racing,802481-0031,Jessica Ortiz Bergström,Styrelseledamot och ordförande
stockholm,Svensk Förening för Oral Protetiks stiftelse,802481-7556,Anastasios Grigoriadis,Styrelseledamot
stockholm,Svensk Förening för Oral Protetiks stiftelse,802481-7556,Catharina Göthberg,Styrelseledamot
stockholm,Svensk Förening för Oral Protetiks stiftelse,802481-7556,Jenny Petersson,Styrelseledamot
stockholm,Svensk Förening för Oral Protetiks stiftelse,802481-7556,Pernilla Larsson Gran,Styrelseledamot
stockholm,Svensk Förening för Oral Protetiks stiftelse,802481-7556,Maria George,Styrelseledamot och ordförande
stockholm,Stiftelsen Solnaskutan,815201-4018,Andreas  Jansson,Styrelseledamot
stockholm,Stiftelsen Solnaskutan,815201-4018,Mattias  af Malmborg,Styrelseledamot
stockholm,Stiftelsen Solnaskutan,815201-4018,Tor Åman,Styrelseledamot
stockholm,Stiftelsen Solnaskutan,815201-4018,Tobias  Jobring,Styrelseledamot och ordförande
stockholm,Stiftelsen Gravfonden,802002-1369,Kenneth  Falk,Styrelseledamot
stockholm,Stiftelsen Gravfonden,802002-1369,Philippe Pettersson,Styrelseledamot
stockholm,Stiftelsen Gravfonden,802002-1369,Henry Svensson,Styrelseledamot och ordförande
stockholm,Stiftelsen Gravfonden,802002-1369,Erik Stenekas,Styrelsesuppleant
stockholm,Stiftelsen B. Olof Sjögrens fond,802004-1763,Kenneth  Falk,Styrelseledamot
stockholm,Stiftelsen B. Olof Sjögrens fond,802004-1763,Philippe Pettersson,Styrelseledamot
stockholm,Stiftelsen B. Olof Sjögrens fond,802004-1763,Henry Svensson,Styrelseledamot och ordförande
stockholm,Stiftelsen B. Olof Sjögrens fond,802004-1763,Erik Stenekas,Styrelsesuppleant
stockholm,Stiftelsen Robert Hybbinettes fond,802002-1344,Henry Svensson,Styrelseledamot
stockholm,Insamlingsstiftelsen Sweboats Miljöfond,802481-0395,Daniel Gustafsson,Styrelseledamot
stockholm,Insamlingsstiftelsen Sweboats Miljöfond,802481-0395,Göran Gross,Styrelseledamot
stockholm,Insamlingsstiftelsen Sweboats Miljöfond,802481-0395,Mats Eriksson,Styrelseledamot och ordförande
stockholm,Birgit Nilsson Stiftelsen,802481-0411,Bengt Hall,Styrelseledamot
stockholm,Birgit Nilsson Stiftelsen,802481-0411,Fredrik Wetterqvist,Styrelseledamot
stockholm,Birgit Nilsson Stiftelsen,802481-0411,Katarina Olsson,Styrelseledamot
stockholm,Birgit Nilsson Stiftelsen,802481-0411,Staffan Thorslund,Styrelseledamot
stockholm,Birgit Nilsson Stiftelsen,802481-0411,Susanne Rydén,Styrelseledamot och ordförande
stockholm,Stiftelsen Teatern på Rosenlundsgatan,802011-7472,Anders  Lorentzon,Styrelseledamot
stockholm,Stiftelsen Teatern på Rosenlundsgatan,802011-7472,Annkki Wahlöö,Styrelseledamot
stockholm,Stiftelsen Teatern på Rosenlundsgatan,802011-7472,Gustav Målqvist,Styrelseledamot
stockholm,Stiftelsen Teatern på Rosenlundsgatan,802011-7472,Magnus Lindman,Styrelseledamot
stockholm,Stiftelsen Teatern på Rosenlundsgatan,802011-7472,Rolf Nielsen,Styrelseledamot
stockholm,Stiftelsen Teatern på Rosenlundsgatan,802011-7472,Axel  Rollbäck,Styrelsesuppleant
stockholm,Stiftelsen Teatern på Rosenlundsgatan,802011-7472,Lena Mariann Gustavsson,Styrelsesuppleant
stockholm,Stiftelsen Teatern på Rosenlundsgatan,802011-7472,Moa  Alfvén,Styrelsesuppleant
stockholm,Insamlingsstiftelsen för hållbara samhällen,802481-0643,Berith Elisabet Persson,Styrelseledamot
stockholm,Insamlingsstiftelsen för hållbara samhällen,802481-0643,Torkel  Öste,Styrelseledamot
stockholm,Insamlingsstiftelsen för hållbara samhällen,802481-0643,Göran  Söderberg,Styrelseledamot och ordförande
stockholm,Matilda Klintbergs stiftelse,834001-7980,Kurt Broberg,Styrelseledamot
stockholm,Matilda Klintbergs stiftelse,834001-7980,Martina  Åkeson Wollbo,Styrelseledamot
stockholm,Matilda Klintbergs stiftelse,834001-7980,Peder Fohlin,Styrelseledamot
stockholm,Maria och Oscar Nilssons stiftelse,802013-1812,Carl-Henrik von Hofsten,Styrelseledamot
stockholm,Maria och Oscar Nilssons stiftelse,802013-1812,Ola Valter Bjertén,Styrelseledamot
stockholm,Maria och Oscar Nilssons stiftelse,802013-1812,Per-Olov Forslund,Styrelseledamot
stockholm,Maria och Oscar Nilssons stiftelse,802013-1812,Tommy Söder,Styrelseledamot
stockholm,Maria och Oscar Nilssons stiftelse,802013-1812,Roger Hammarberg,Styrelseledamot och ordförande
stockholm,Insamlingsstiftelsen för framtidens energi,802481-0601,Stefan Björnhård,Styrelseledamot och ordförande
stockholm,Insamlingsstiftelsen Feelgoodreading,802481-0627,Martin Johansson,Styrelseledamot
stockholm,Insamlingsstiftelsen Feelgoodreading,802481-0627,Martin Johansson,Styrelseledamot och ordförande
stockholm,Stiftelsen Mitt Alby,802481-1542,Jorunn Rådberg,Styrelseledamot
stockholm,Stiftelsen Mitt Alby,802481-1542,Karin Lekberg,Styrelseledamot
stockholm,Stiftelsen Mitt Alby,802481-1542,Mikael Ahlström,Styrelseledamot
stockholm,Stiftelsen Mitt Alby,802481-1542,Gerda Larsson,Styrelseledamot och ordförande
stockholm,Anna Björkmans stiftelse,102015-9537,Magnus Björkman,Styrelseledamot
stockholm,Anna Björkmans stiftelse,102015-9537,Christophe Lovén,Styrelseledamot och ordförande
stockholm,Djursholm Svitiod Rotaryklubbs Stipendiestiftelse,802481-0973,Johan Westermark,Styrelseledamot
stockholm,Djursholm Svitiod Rotaryklubbs Stipendiestiftelse,802481-0973,Monika  Hagman ,Styrelseledamot
stockholm,Djursholm Svitiod Rotaryklubbs Stipendiestiftelse,802481-0973,Per Lagerblad,Styrelseledamot
stockholm,Djursholm Svitiod Rotaryklubbs Stipendiestiftelse,802481-0973,Muazzam Choudhury,Styrelseledamot och ordförande
stockholm,Insamlingsstiftelsen Yoga Girl Foundation,802481-0874,Angela Bryant Ryden,Styrelseledamot
stockholm,Insamlingsstiftelsen Yoga Girl Foundation,802481-0874,Ninon Nyström,Styrelseledamot
stockholm,Insamlingsstiftelsen Yoga Girl Foundation,802481-0874,Michael Nicklasson,Styrelseledamot och ordförande
stockholm,Åke Löwnertz stiftelse för neurologisk forskning,802425-1491,Patrik Löwnertz,Styrelseledamot
stockholm,Åke Löwnertz stiftelse för neurologisk forskning,802425-1491,Richard Löwnertz,Styrelseledamot
stockholm,Åke Löwnertz stiftelse för neurologisk forskning,802425-1491,Kurt Löwnertz,Styrelseledamot och ordförande
stockholm,Idrottsgalans Insamlingsstiftelse,802481-1419,Christina Bellander,Styrelseledamot
stockholm,Idrottsgalans Insamlingsstiftelse,802481-1419,Kristina Roemke,Styrelseledamot
stockholm,Idrottsgalans Insamlingsstiftelse,802481-1419,Stephan  Rimér,Styrelseledamot och ordförande
stockholm,Sixten Gemzells fond,802006-4773,Carl Johan Bjäreborn,Styrelseledamot
stockholm,Sixten Gemzells fond,802006-4773,Eric Rosén,Styrelseledamot
stockholm,Sixten Gemzells fond,802006-4773,Karin Schmidt,Styrelseledamot
stockholm,Sixten Gemzells fond,802006-4773,Lotta Folcker,Styrelseledamot och ordförande
stockholm,Stiftelsen Ytterby Gruva,802481-0916,Carl-Oskar Klint,Styrelseledamot
stockholm,Stiftelsen Ytterby Gruva,802481-0916,Eric Thorslund,Styrelseledamot
stockholm,Stiftelsen Ytterby Gruva,802481-0916,Lena Gumaelius,Styrelseledamot
stockholm,Stiftelsen Ytterby Gruva,802481-0916,Magnus Eriksson,Styrelseledamot
stockholm,Stiftelsen Ytterby Gruva,802481-0916,Michael Obermeyer,Styrelseledamot
stockholm,Stiftelsen Ytterby Gruva,802481-0916,Per Troein,Styrelseledamot
stockholm,Stiftelsen Ytterby Gruva,802481-0916,Sven-Olov Kviman,Styrelseledamot och ordförande
stockholm,Stiftelsen Ytterby Gruva,802481-0916,Christoffer Källberg,Styrelsesuppleant
stockholm,Stiftelsen Ytterby Gruva,802481-0916,Michael Hermansson,Styrelsesuppleant
stockholm,Stiftelsen Ytterby Gruva,802481-0916,Pontus Holmström,Styrelsesuppleant
stockholm,Stiftelsen Ytterby Gruva,802481-0916,Torsten Holm,Styrelsesuppleant
stockholm,Stiftelsen Islah Foundation Sweden,802481-6335,Awlad Hossain,Styrelseledamot
stockholm,Stiftelsen Islah Foundation Sweden,802481-6335,Bakhtiar Imam Khan,Styrelseledamot
stockholm,Stiftelsen Islah Foundation Sweden,802481-6335,Ehsanul Haque,Styrelseledamot
stockholm,Stiftelsen Islah Foundation Sweden,802481-6335,Piar Ali Mohammad,Styrelseledamot och ordförande
stockholm,Stiftelsen Islah Foundation Sweden,802481-6335,Asif Johar,Styrelsesuppleant
stockholm,Stiftelsen Islah Foundation Sweden,802481-6335,Mohammed Qasim,Styrelsesuppleant
stockholm,Bröderna Modigs stiftelse för prestation i världsklass,802481-1021,Niklas Modig,Styrelseledamot
stockholm,Bröderna Modigs stiftelse för prestation i världsklass,802481-1021,Tom Sjötun,Styrelseledamot
stockholm,Bröderna Modigs stiftelse för prestation i världsklass,802481-1021,Erik Modig,Styrelseledamot och ordförande
stockholm,Stiftelsen Actum,802481-1500,Inger Nordström Andersson,Styrelseledamot
stockholm,Stiftelsen Actum,802481-1500,Johan  Nordström ,Styrelseledamot
stockholm,Stiftelsen Actum,802481-1500,Olle  Nordström ,Styrelseledamot
stockholm,Stiftelsen Actum,802481-1500,Åsa Lindencrona,Styrelseledamot och ordförande
stockholm,Michael Nyqvist Stiftelse,802481-1849,Anthony Edwards,Styrelseledamot
stockholm,Michael Nyqvist Stiftelse,802481-1849,Catharina Nyqvist Ehrnrooth,Styrelseledamot
stockholm,Michael Nyqvist Stiftelse,802481-1849,Christian Camargo,Styrelseledamot
stockholm,Michael Nyqvist Stiftelse,802481-1849,Ingela Olsson,Styrelseledamot
stockholm,Michael Nyqvist Stiftelse,802481-1849,Per-Erik Nilsson,Styrelseledamot
stockholm,Michael Nyqvist Stiftelse,802481-1849,Pernilla August,Styrelseledamot
stockholm,Michael Nyqvist Stiftelse,802481-1849,Richard Feigin,Styrelseledamot
stockholm,Michael Nyqvist Stiftelse,802481-1849,Ulrika Holmgaard,Styrelseledamot och ordförande
stockholm,Stiftelsen Uno Stjernqvists Minnesfond,802425-5674,Anita Stjernqvist ,Styrelseledamot
stockholm,Stiftelsen Uno Stjernqvists Minnesfond,802425-5674,Katarina Leoson,Styrelseledamot
stockholm,Stiftelsen Uno Stjernqvists Minnesfond,802425-5674,Lennart Forsén,Styrelseledamot
stockholm,Stiftelsen Uno Stjernqvists Minnesfond,802425-5674,Magnus Kyhle,Styrelseledamot
stockholm,Stiftelsen Uno Stjernqvists Minnesfond,802425-5674,Marianne Eklöf,Styrelseledamot
stockholm,Stiftelsen Uno Stjernqvists Minnesfond,802425-5674,Gunnar Lundberg,Styrelseledamot och ordförande
stockholm,Stiftelsen Uno Stjernqvists Minnesfond,802425-5674,Fredrik Zetterström,Styrelsesuppleant
stockholm,Stiftelsen Uno Stjernqvists Minnesfond,802425-5674,Vivianne Holmberg,Styrelsesuppleant
stockholm,Stiftelsen Fingers Brain Health Institute,802481-1096,Francesca Mangialasche,Styrelseledamot
stockholm,Stiftelsen Fingers Brain Health Institute,802481-1096,Liselotte Jansson,Styrelseledamot
stockholm,Stiftelsen Fingers Brain Health Institute,802481-1096,Miia  Kivipelto ,Styrelseledamot
stockholm,Stiftelsen Fingers Brain Health Institute,802481-1096,Liselotte Jansson,Styrelseledamot och ordförande
stockholm,Stiftelsen Helga Bergström Fornell och Bengt Fornell,802480-9991,Katarina Hedgren Rylander,Styrelseledamot
stockholm,Stiftelsen Helga Bergström Fornell och Bengt Fornell,802480-9991,Anders Hedgren,Styrelseledamot och ordförande
stockholm,Stiftelsen Täby Moské,802481-1252,Naila Malik,Styrelseledamot
stockholm,Stiftelsen Täby Moské,802481-1252,Tariq Al-Laham,Styrelseledamot
stockholm,Stiftelsen Täby Moské,802481-1252,Waseem Malik,Styrelseledamot
stockholm,Stiftelsen Täby Moské,802481-1252,Hussam Shihadeh,Styrelseledamot och ordförande
stockholm,Stiftelsen Elsa Adlerstråhles familjefond,102015-9248,Jan Lundberg,Styrelseledamot
stockholm,Stiftelsen Elsa Adlerstråhles familjefond,102015-9248,Åsa  Nilsson,Styrelseledamot
stockholm,Stiftelsen Elsa Adlerstråhles familjefond,102015-9248,Margret Adlerstråhle,Styrelseledamot och ordförande
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Carina Lövgren,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Christina Mattisson,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Emma  Brodin,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Johan Eriksson,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Johanna Bergsten,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Karin Peterson,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Lena  Hunt Wiberg,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Linda Svensson,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Patrik Östbjerg,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Petri Perälä,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Sofia  Södergren Poikulainen,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Tommy Jonsson,Styrelseledamot
stockholm,Stiftelsen Svenska Transportarbetareförbundets Internationella Solidaritetsfond,802426-0815,Tommy Wreeth,Styrelseledamot och ordförande
stockholm,Ernst Karlssons Stiftelse,802481-1450,Gunnar Andersson,Styrelseledamot
stockholm,Ernst Karlssons Stiftelse,802481-1450,Lars Jonsson Bergman,Styrelseledamot
stockholm,Ernst Karlssons Stiftelse,802481-1450,Åke Blommé,Styrelseledamot
stockholm,Ernst Karlssons Stiftelse,802481-1450,Bengt Johansson,Styrelseledamot och ordförande
stockholm,Stiftelsen Santis Fond,802481-1435,Gunnar Andersson,Styrelseledamot
stockholm,Stiftelsen Santis Fond,802481-1435,Lars Jonsson Bergman,Styrelseledamot
stockholm,Stiftelsen Santis Fond,802481-1435,Åke Blommé,Styrelseledamot
stockholm,Stiftelsen Santis Fond,802481-1435,Bengt Johansson,Styrelseledamot och ordförande
stockholm,Björn och Inger Savéns Stiftelse,802481-1443,Inger Savén,Styrelseledamot
stockholm,Björn och Inger Savéns Stiftelse,802481-1443,Peter Markborn,Styrelseledamot
stockholm,Björn och Inger Savéns Stiftelse,802481-1443,Björn Savén,Styrelseledamot och ordförande
stockholm,Ruths stiftelse för ögonforskning,802481-1401,Anders Boman,Styrelseledamot
stockholm,Ruths stiftelse för ögonforskning,802481-1401,Ewa Wettby,Styrelseledamot
stockholm,Ruths stiftelse för ögonforskning,802481-1401,Cathrine Hallengren,Styrelseledamot och ordförande
stockholm,Tom Tits Insamlingsstiftelse,802481-1518,Andreas Birgersson,Styrelseledamot
stockholm,Tom Tits Insamlingsstiftelse,802481-1518,Boel Godner,Styrelseledamot
stockholm,Tom Tits Insamlingsstiftelse,802481-1518,Karin Medin,Styrelseledamot
stockholm,Tom Tits Insamlingsstiftelse,802481-1518,Pia Ullasdotter Kronqvist,Styrelseledamot
stockholm,Tom Tits Insamlingsstiftelse,802481-1518,Eva Malmström Jonsson,Styrelseledamot och ordförande
stockholm,Lindströmska Stiftelsen,802405-6379,Börje Wredén,Styrelseledamot
stockholm,Lindströmska Stiftelsen,802405-6379,Mait Johansson,Styrelseledamot
stockholm,Lindströmska Stiftelsen,802405-6379,Rolf Nersing,Styrelseledamot
stockholm,Lindströmska Stiftelsen,802405-6379,Erik Karlsson,Styrelsesuppleant
stockholm,Stiftelsen Adlerstråhle - von Postska släktfonden,102015-9263,Jan Lundberg,Styrelseledamot
stockholm,Stiftelsen Adlerstråhle - von Postska släktfonden,102015-9263,Åsa  Nilsson,Styrelseledamot
stockholm,Stiftelsen Adlerstråhle - von Postska släktfonden,102015-9263,Margret Adlerstråhle,Styrelseledamot och ordförande
stockholm,Stiftelsen Fru Helga Von Posts familjefond,102016-1186,Jan Lundberg,Styrelseledamot
stockholm,Stiftelsen Fru Helga Von Posts familjefond,102016-1186,Åsa  Nilsson,Styrelseledamot
stockholm,Stiftelsen Fru Helga Von Posts familjefond,102016-1186,Margret Adlerstråhle,Styrelseledamot och ordförande
stockholm,Stiftelsen Körsbärsgården Pedagogik,802481-1468,Anna Serner,Styrelseledamot
stockholm,Stiftelsen Körsbärsgården Pedagogik,802481-1468,Karin Lind,Styrelseledamot
stockholm,Stiftelsen Körsbärsgården Pedagogik,802481-1468,Lennart Lindgren,Styrelseledamot
stockholm,Stiftelsen Körsbärsgården Pedagogik,802481-1468,Åsa Maria Lantz,Styrelseledamot
stockholm,Stiftelsen Körsbärsgården Pedagogik,802481-1468,Cecilia Schelin Seidegård,Styrelseledamot och ordförande
stockholm,Stiftelsen Askers Släktfond,102015-9297,Agneta Asker Brandt,Styrelseledamot
stockholm,Stiftelsen Askers Släktfond,102015-9297,Désirée Asker,Styrelseledamot
stockholm,Stiftelsen Askers Släktfond,102015-9297,Jonas Asker,Styrelseledamot
stockholm,Stiftelsen Askers Släktfond,102015-9297,Christer Brandt,Styrelseledamot och ordförande
stockholm,Stiftelsen Askers Släktfond,102015-9297,Charles  Asker,Styrelsesuppleant
stockholm,Kista Folkhögskolas stiftelse,802481-1724,Abubaker Haioty,Styrelseledamot
stockholm,Kista Folkhögskolas stiftelse,802481-1724,Barlin Nuur,Styrelseledamot
stockholm,Kista Folkhögskolas stiftelse,802481-1724,Mustapha Khatib,Styrelseledamot
stockholm,Kista Folkhögskolas stiftelse,802481-1724,Abdulkader Habib,Styrelseledamot och ordförande
stockholm,Stiftelsen Järvaveckan,802481-1658,Ahmed Abdirahman,Styrelseledamot
stockholm,Stiftelsen Järvaveckan,802481-1658,David Orlic,Styrelseledamot
stockholm,Stiftelsen Järvaveckan,802481-1658,Dimitris Gioulekas,Styrelseledamot
stockholm,Stiftelsen Järvaveckan,802481-1658,Julia Agha,Styrelseledamot
stockholm,Stiftelsen Järvaveckan,802481-1658,Ola  Nilsson,Styrelseledamot
stockholm,Stiftelsen Järvaveckan,802481-1658,Sven Hagströmer,Styrelseledamot
stockholm,Stiftelsen Järvaveckan,802481-1658,Caroline Mörner Berg,Styrelseledamot och ordförande
stockholm,Stiftelsen 10K Alpine,802481-1815,Jonas Kensén,Styrelseledamot
stockholm,Stiftelsen 10K Alpine,802481-1815,Per Grosskopf,Styrelseledamot
stockholm,Stiftelsen 10K Alpine,802481-1815,Therese Skoglösa,Styrelseledamot
stockholm,Stiftelsen 10K Alpine,802481-1815,Maria Yregård,Styrelseledamot och ordförande
stockholm,Stiftelsen Sten och Ingrid Kjellgrens fond,802423-3234,Annelie Torsfeldt Heikenborn,Styrelseledamot
stockholm,Stiftelsen Sten och Ingrid Kjellgrens fond,802423-3234,Björn Wannebo,Styrelseledamot
stockholm,Stiftelsen Sten och Ingrid Kjellgrens fond,802423-3234,Jörgen Eriksson,Styrelseledamot
stockholm,Stiftelsen Sten och Ingrid Kjellgrens fond,802423-3234,Carina Petersson,Styrelseledamot och ordförande
stockholm,Stiftelsen Vi Hörs,802481-1880,Andreas Wahlén,Styrelseledamot
stockholm,Stiftelsen Vi Hörs,802481-1880,Fredrik Granberg,Styrelseledamot
stockholm,Stiftelsen Vi Hörs,802481-1880,Roija Rafii,Styrelseledamot
stockholm,Stiftelsen Vi Hörs,802481-1880,Magnus Hellberg,Styrelseledamot och ordförande
stockholm,Stockholms stads brandkårs enskilda familjepensionsstiftelse,802423-4562,Peter Arnevall,Styrelseledamot och ordförande
stockholm,Stiftelsen Eva Bagges fond,802004-0971,Sara-Maria Westerlund,Styrelseledamot
stockholm,Stiftelsen Eva Bagges fond,802004-0971,Tina Hogevik,Styrelseledamot
stockholm,Stiftelsen Eva Bagges fond,802004-0971,Benny Andersson,Styrelseledamot och ordförande
stockholm,Insamlingsstiftelsen för Prader-Willi forskning,802481-1948,Håvard Aldergren,Styrelseledamot
stockholm,Insamlingsstiftelsen för Prader-Willi forskning,802481-1948,Jonas Andersson,Styrelseledamot
stockholm,Insamlingsstiftelsen för Prader-Willi forskning,802481-1948,Lisa Aldergren,Styrelseledamot
stockholm,Insamlingsstiftelsen för Prader-Willi forskning,802481-1948,Erica Almén,Styrelseledamot och ordförande
stockholm,Insamlingsstiftelsen Idrotten som verktyg,802481-1989,Michele Di Dato,Styrelseledamot och ordförande
stockholm,"Per Fladvad, Olof Hulthén och Mats Textes stiftelse - Structorstiftelsen",802481-2003,Anders Metzén,Styrelseledamot
stockholm,"Per Fladvad, Olof Hulthén och Mats Textes stiftelse - Structorstiftelsen",802481-2003,Mats Texte,Styrelseledamot
stockholm,"Per Fladvad, Olof Hulthén och Mats Textes stiftelse - Structorstiftelsen",802481-2003,Olof Hulthén,Styrelseledamot
stockholm,"Per Fladvad, Olof Hulthén och Mats Textes stiftelse - Structorstiftelsen",802481-2003,Peter Carlsson,Styrelseledamot
stockholm,"Per Fladvad, Olof Hulthén och Mats Textes stiftelse - Structorstiftelsen",802481-2003,Per Fladvad,Styrelseledamot och ordförande
stockholm,Stiftelsen Tim Bergling Foundation,802481-1997,Anna Catarina Lidén,Styrelseledamot
stockholm,Stiftelsen Tim Bergling Foundation,802481-1997,Anna-Karin Celsing,Styrelseledamot
stockholm,Stiftelsen Tim Bergling Foundation,802481-1997,Per Sundin,Styrelseledamot
stockholm,Stiftelsen Tim Bergling Foundation,802481-1997,Staffan Boström,Styrelseledamot
stockholm,Stiftelsen Tim Bergling Foundation,802481-1997,Klas Bergling,Styrelseledamot och ordförande
stockholm,Stiftelsen WeDontHaveTime Foundation,802481-2045,Catherine Orlande,Styrelseledamot
stockholm,Stiftelsen WeDontHaveTime Foundation,802481-2045,Ingmar Rentzhog,Styrelseledamot
stockholm,Stiftelsen WeDontHaveTime Foundation,802481-2045,Per Espen Stoknes,Styrelseledamot
stockholm,Stiftelsen WeDontHaveTime Foundation,802481-2045,David Olsson,Styrelseledamot och ordförande
stockholm,Sif och Ove Sellbergs stiftelse,802481-2060,Thomas Ney,Styrelseledamot och ordförande
stockholm,Sif och Ove Sellbergs stiftelse,802481-2060,Kristina Ney,Styrelsesuppleant
stockholm,Stiftelsen Baltic Sea Impact Foundation,802481-2078,Erik Petersson,Styrelseledamot
stockholm,Stiftelsen Baltic Sea Impact Foundation,802481-2078,Lars-Eric Petersson,Styrelseledamot
stockholm,Stiftelsen Baltic Sea Impact Foundation,802481-2078,Gustaf Petersson,Styrelseledamot och ordförande
stockholm,Stiftelsen Nya Ansiktens Artiststipendium,802409-5955,Alex Karlsson,Styrelseledamot
stockholm,Stiftelsen Nya Ansiktens Artiststipendium,802409-5955,Malte Sjöqvist,Styrelseledamot
stockholm,Stiftelsen Nya Ansiktens Artiststipendium,802409-5955,Niklas Lindblad,Styrelseledamot
stockholm,Stiftelsen Nya Ansiktens Artiststipendium,802409-5955,Torsten Mossberg,Styrelseledamot
stockholm,Stiftelsen Nya Ansiktens Artiststipendium,802409-5955,Tomas Bolme,Styrelseledamot och ordförande
stockholm,Resultatandelsstiftelsen Connecta,802425-1434,Anders Quarfordt,Styrelseledamot
stockholm,Resultatandelsstiftelsen Connecta,802425-1434,Andreas Hård,Styrelseledamot
stockholm,Resultatandelsstiftelsen Connecta,802425-1434,Johan Åkerholm,Styrelseledamot
stockholm,Resultatandelsstiftelsen Connecta,802425-1434,Per Appelgren,Styrelseledamot
stockholm,Resultatandelsstiftelsen Connecta,802425-1434,Fredrik Enquist,Styrelseledamot och ordförande
stockholm,John Melins forskningsstiftelse,802400-2613,Lina  Sjöquist,Styrelseledamot
stockholm,John Melins forskningsstiftelse,802400-2613,Sunit Mehrotra,Styrelseledamot
stockholm,John Melins forskningsstiftelse,802400-2613,Robert Weil,Styrelseledamot och ordförande
stockholm,Insamlingsstiftelsen Impande Foundation Sweden,802481-2136,Jane Vinberg,Styrelseledamot
stockholm,Insamlingsstiftelsen Impande Foundation Sweden,802481-2136,Marianne Olsen,Styrelseledamot
stockholm,Insamlingsstiftelsen Impande Foundation Sweden,802481-2136,Rolf Olsen,Styrelseledamot
stockholm,Insamlingsstiftelsen Impande Foundation Sweden,802481-2136,Magnus Håkansson,Styrelseledamot och ordförande
stockholm,Stiftelsen Gudrun Sjödén Foundation,802481-2151,Björn Ulvgården,Styrelseledamot
stockholm,Stiftelsen Gudrun Sjödén Foundation,802481-2151,Elisabet Cedersund,Styrelseledamot
stockholm,Stiftelsen Gudrun Sjödén Foundation,802481-2151,Gudrun Sjödén,Styrelseledamot och ordförande
stockholm,Stiftelsen Gudrun Sjödén Foundation,802481-2151,Ann Adelsson,Styrelsesuppleant
stockholm,Stiftelsen Gudrun Sjödén Foundation,802481-2151,Tobias Sjödén,Styrelsesuppleant
stockholm,Stiftelsen Gudrun Sjödén Foundation,802481-2151,Truls Hebrant,Styrelsesuppleant
stockholm,Insamlingsstiftelsen SeaBOS,802481-2219,Carl Folke,Styrelseledamot
stockholm,Insamlingsstiftelsen SeaBOS,802481-2219,Héléne Ziv Douki,Styrelseledamot
stockholm,Insamlingsstiftelsen SeaBOS,802481-2219,Naoko Ishii,Styrelseledamot
stockholm,Insamlingsstiftelsen SeaBOS,802481-2219,Shingo Hamada,Styrelseledamot
stockholm,Insamlingsstiftelsen SeaBOS,802481-2219,Henrik  Österblom,Styrelseledamot och ordförande
stockholm,Insamlingsstiftelsen SeaBOS,802481-2219,Beatrice Crona,Styrelsesuppleant
stockholm,Dr. Åke Olssons stiftelse för utbildning,802425-7746,Marie Ryott-Hööglund,Styrelseledamot
stockholm,Dr. Åke Olssons stiftelse för utbildning,802425-7746,Mats Bendrik,Styrelseledamot
